Snake Umbra;{2}{G};Enchantment — Aura;Enchant creature Enchanted creature gets +1/+1 and has "Whenever this creature deals damage to an opponent, you may draw a card." Umbra armor (If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.);G;wildsOfEldraine;virtueOfValor
Dispatch;{W};Instant;Tap target creature. Metalcraft — If you control three or more artifacts, exile that creature.;W;fallout;science
Erebos, Bleak-Hearted;{3}{B};Legendary Enchantment Creature — God;Indestructible As long as your devotion to black is less than five, Erebos isn't a creature. Whenever another creature you control dies, you may pay 2 life. If you do, draw a card. {1}{B}, Sacrifice another creature: Target creature gets -2/-1 until end of turn.;B;commanderMasters;enduringEnchantments
Snuff Out;{3}{B};Instant;If you control a Swamp, you may pay 4 life rather than pay this spell's mana cost. Destroy target nonblack creature. It can't be regenerated.;B;who;masterOfEvil
Path of the Ghosthunter;{X}{1}{W};Sorcery;Create X 1/1 white Spirit creature tokens with flying. Will of the Planeswalkers — Starting with you, each player votes for planeswalk or chaos. If planeswalk gets more votes, planeswalk. If chaos gets more votes or the vote is tied, chaos ensues.;W;marchOfTheMachine;divineConvocation
Dreamstone Hedron;{6};Artifact;{T}: Add {C}{C}{C}. {3}, {T}, Sacrifice Dreamstone Hedron: Draw three cards.;;commanderMasters,modernHorizons3;eldraziUnbound,eldraziIncursion
Knights' Charge;{1}{W}{B};Enchantment;Whenever a Knight you control attacks, each opponent loses 1 life and you gain 1 life. {6}{W}{B}, Sacrifice Knights' Charge: Return all Knight creature cards from your graveyard to the battlefield.;BW;marchOfTheMachine;cavalryCharge
Lord of the Nazgûl;{3}{U}{B};Legendary Creature — Wraith Noble;Flying Wraiths you control have protection from Ring-bearers. Whenever you cast an instant or sorcery spell, create a 3/3 black Wraith creature token with menace. Then if you control nine or more Wraiths, Wraiths you control have base power and toughness 9/9 until end of turn.;BU;lordOfTheRings;hostsOfMordor
Scourge of the Throne;{4}{R}{R};Creature — Dragon;Flying Dethrone (Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.) Whenever Scourge of the Throne attacks for the first time each turn, if it's attacking the player with the most life or tied for most life, untap all attacking creatures. After this phase, there is an additional combat phase.;R;lordOfTheRings,karlovMannor;hostsOfMordor,deadlyDisguise
Celeborn the Wise;{3}{G};Legendary Creature — Elf Noble;Whenever you attack with one or more Elves, scry 1. Whenever you scry, Celeborn the Wise gets +1/+1 until end of turn for each card looked at while scrying this way.;G;lordOfTheRings;elvenCounsel
Vona, Butcher of Magan;{3}{W}{B};Legendary Creature — Vampire Knight;Vigilance, lifelink {T}, Pay 7 life: Destroy target nonland permanent. Activate only during your turn.;BW;ixilan,marchOfTheMachine;bloodRites,cavalryCharge
Feline Sovereign;{2}{G};Creature — Cat;Other Cats you control get +1/+1 and have protection from Dogs. Whenever one or more Cats you control deal combat damage to a player, destroy up to one target artifact or enchantment that player controls.;G;secretLair;rainingCatsAndDogs
Lightning Greaves;{2};Artifact — Equipment;Equipped creature has haste and shroud. (It can't be the target of spells or abilities.) Equip {0};;who,commanderMasters,modernHorizons3,lordOfTheRings,secretLair,fallout,duskmoore,thunder;masterOfEvil,timeyWimey,eldraziUnbound,graveyardOverdrive,elvenCounsel,angels,science,endlessPunishment,mostWanted
Rex, Cyber-Hound;{1}{W}{U};Legendary Artifact Creature — Robot Dog;Whenever Rex, Cyber-Hound deals combat damage to a player, they mill two cards and you get {E}{E} (two energy counters). Pay {E}{E}: Choose target creature card in a graveyard. Exile it with a brain counter on it. Activate only as a sorcery. Rex has all activated abilities of all cards in exile with brain counters on them.;UW;fallout;science
Sheltered Thicket;;Land — Mountain Forest;({T}: Add {R} or {G}.) Sheltered Thicket enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.);GR;who,commanderMasters,bloomburrow,modernHorizons3,secretLair,thunder,karlovMannor;paradoxPower,sliverSwarm,animatedArmy,graveyardOverdrive,rainingCatsAndDogs,cuteToBrute,desertBloom,deadlyDisguise
Flamerush Rider;{4}{R};Creature — Human Warrior;Whenever Flamerush Rider attacks, create a token that's a copy of another target attacking creature and that's tapped and attacking. Exile the token at end of combat. Dash {2}{R}{R} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.);R;marchOfTheMachine,lordOfTheRings;callForBackup,ridersOfRohan
Auton Soldier;{4}{U}{U};Artifact Creature — Alien Soldier;You may have Auton Soldier enter as a copy of any creature on the battlefield, except it isn't legendary, is an artifact in addition to its other types, and has myriad. (Whenever it attacks, for each opponent other than defending player, you may create a token copy that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.);U;who;masterOfEvil
Infested Thrinax;{3}{B}{G};Creature — Lizard;Flash When Infested Thrinax enters, until end of turn, whenever a nontoken creature you control dies, create a number of 1/1 green Saproling creature tokens equal to that creature's power.;BG;modernHorizons3;graveyardOverdrive
Hour of Reckoning;{4}{W}{W}{W};Sorcery;Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Destroy all nontoken creatures.;W;marchOfTheMachine,fallout,allWillBeOne;divineConvocation,hailCaesar,rebellionRising
Cunning Rhetoric;{2}{B};Enchantment;Whenever an opponent attacks you and/or one or more planeswalkers you control, exile the top card of that player's library. You may play that card for as long as it remains exiled, and you may spend mana as though it were mana of any color to cast it.;B;commanderMasters,thunder;enduringEnchantments,grandLarceny
Rootbound Crag;;Land;Rootbound Crag enters tapped unless you control a Mountain or a Forest. {T}: Add {R} or {G}.;GR;who,bloomburrow,secretLair;paradoxPower,animatedArmy,rainingCatsAndDogs
Frodo, Adventurous Hobbit;{W}{B};Legendary Creature — Halfling Scout;Partner with Sam, Loyal Attendant Vigilance Whenever Frodo, Adventurous Hobbit attacks, if you gained 3 or more life this turn, the Ring tempts you. Then if Frodo is your Ring-bearer and the Ring has tempted you two or more times this game, draw a card.;BW;lordOfTheRings;foodAndFellowship
Winter, Cynical Opportunist;{2}{B}{G};Legendary Creature — Human Warlock;Deathtouch Whenever Winter attacks, mill three cards. Delirium — At the beginning of your end step, you may exile any number of cards from your graveyard with four or more card types among them. If you do, put a permanent card from among them onto the battlefield with a finality counter on it.;BG;duskmoore;deathtoll
Seafloor Oracle;{2}{U}{U};Creature — Merfolk Wizard;Whenever a Merfolk you control deals combat damage to a player, draw a card.;U;ixilan;exploreTheDeep
Mission Briefing;{U}{U};Instant;Surveil 2, then choose an instant or sorcery card in your graveyard. You may cast it this turn. If that spell would be put into your graveyard, exile it instead. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.);U;karlovMannor;revenantRecon
Furycalm Snarl;;Land;As Furycalm Snarl enters, you may reveal a Mountain or Plains card from your hand. If you don't, Furycalm Snarl enters tapped. {T}: Add {R} or {W}.;RW;who,ixilan,marchOfTheMachine,commanderMasters,modernHorizons3,lordOfTheRings,allWillBeOne,karlovMannor;timeyWimey,velociRampTor,callForBackup,divineConvocation,planeswalkerParty,creativeEnergy,ridersOfRohan,rebellionRising,blameGame,deadlyDisguise
Bright-Palm, Soul Awakener;{1}{R}{G}{W};Legendary Creature — Fox Shaman;Backup 1 (When this creature enters, put a +1/+1 counter on target creature. If that's another creature, it gains the following ability until end of turn.) Whenever this creature attacks, double the number of +1/+1 counters on target creature. That creature can't be blocked by creatures with power 2 or less this turn.;GRW;marchOfTheMachine;callForBackup
Scaretiller;{4};Artifact Creature — Scarecrow;Whenever Scaretiller becomes tapped, choose one — • You may put a land card from your hand onto the battlefield tapped. • Return target land card from your graveyard to the battlefield tapped.;;commanderMasters,thunder;eldraziUnbound,desertBloom
Lightning Runner;{3}{R}{R};Creature — Human Warrior;Double strike, haste Whenever Lightning Runner attacks, you get {E}{E} (two energy counters), then you may pay eight {E}. If you pay, untap all creatures you control, and after this phase, there is an additional combat phase.;R;modernHorizons3;creativeEnergy
Retether;{3}{W};Sorcery;Return each Aura card from your graveyard to the battlefield. Only creatures can be enchanted this way. (Aura cards that can't enchant a creature on the battlefield remain in your graveyard.);W;wildsOfEldraine;virtueOfValor
Elven Farsight;{G};Sorcery;Scry 3, then you may reveal the top card of your library. If it's a creature card, draw a card.;G;lordOfTheRings;elvenCounsel
Expand the Sphere;{3}{G};Sorcery;Look at the top six cards of your library. Put up to two land cards from among them onto the battlefield tapped and the rest on the bottom of your library in a random order. If you put fewer than two lands onto the battlefield this way, proliferate a number of times equal to the difference. (Choose any number of permanents and/or players, then give each another counter of each kind already there.);G;allWillBeOne;corruptingInfluence
Necrogoyf;{3}{B}{B};Creature — Lhurgoyf;Necrogoyf's power is equal to the number of creature cards in all graveyards. At the beginning of each player's upkeep, that player discards a card. Madness {1}{B}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.);B;modernHorizons3;graveyardOverdrive
Codsworth, Handy Helper;{2}{W};Legendary Artifact Creature — Robot;Commanders you control have ward {2}. {T}: Add {W}{W}. Spend this mana only to cast Aura and/or Equipment spells. {T}: Attach target Aura or Equipment you control to target creature you control. Activate only as a sorcery.;W;fallout;everLoyal
Soul-Guide Lantern;{1};Artifact;When Soul-Guide Lantern enters, exile target card from a graveyard. {T}, Sacrifice Soul-Guide Lantern: Exile each opponent's graveyard. {1}, {T}, Sacrifice Soul-Guide Lantern: Draw a card.;;allWillBeOne;rebellionRising
Smirking Spelljacker;{4}{U};Creature — Djinn Wizard Rogue;Flash Flying When Smirking Spelljacker enters, exile target spell an opponent controls. Whenever Smirking Spelljacker attacks, if a card is exiled with it, you may cast the exiled card without paying its mana cost.;U;thunder;grandLarceny
Veinwitch Coven;{2}{B};Creature — Vampire Warlock;Menace Whenever you gain life, you may pay {B}. If you do, return target creature card from your graveyard to your hand.;B;thunder;mostWanted
Gunner Conscript;{1}{G};Creature — Human Mercenary;Trample Gunner Conscript gets +1/+1 for each Aura and Equipment attached to it. When Gunner Conscript dies, if it was enchanted, create a Junk token. When Gunner Conscript dies, if it was equipped, create a Junk token.;G;fallout;everLoyal
Disinformation Campaign;{1}{U}{B};Enchantment;When Disinformation Campaign enters, you draw a card and each opponent discards a card. Whenever you surveil, return Disinformation Campaign to its owner's hand.;BU;karlovMannor;revenantRecon
